epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,57.5994,1.27921,1.12773,1.54388,0.57222,0.67161,0.65234,0.39509,1.48143,1.4321,1.54947,0.00063125,0.00063125,0.00063125
27,59.4523,1.30189,1.18695,1.53889,0.67506,0.60422,0.65432,0.40504,1.48038,1.44715,1.56279,0.0006065,0.0006065,0.0006065
28,60.6878,1.27053,1.08759,1.57389,0.66508,0.57416,0.66845,0.41264,1.47457,1.44894,1.56335,0.00058175,0.00058175,0.00058175
29,61.9782,1.27091,1.1485,1.57603,0.70055,0.56709,0.66823,0.41217,1.49863,1.44341,1.56671,0.000557,0.000557,0.000557
30,63.1204,1.3212,1.07822,1.4832,0.71623,0.57612,0.68246,0.41105,1.51515,1.43739,1.57274,0.00053225,0.00053225,0.00053225
31,64.3176,1.22061,1.00757,1.51444,0.69526,0.60418,0.67553,0.41214,1.51744,1.4398,1.57776,0.0005075,0.0005075,0.0005075
32,65.5997,1.27232,1.17078,1.75778,0.70034,0.59935,0.67955,0.41731,1.50349,1.4492,1.57072,0.00048275,0.00048275,0.00048275
33,66.9983,1.24444,1.02749,1.52806,0.67703,0.60974,0.67252,0.41611,1.49342,1.44815,1.56156,0.000458,0.000458,0.000458
34,68.2812,1.2346,1.05412,1.61174,0.60492,0.63661,0.67143,0.41533,1.49282,1.45047,1.55858,0.00043325,0.00043325,0.00043325
35,69.5212,1.25268,1.06928,1.56693,0.68544,0.55431,0.65273,0.40951,1.49797,1.44788,1.56106,0.0004085,0.0004085,0.0004085
36,70.8783,1.23132,1.01561,1.55263,0.69611,0.55888,0.65187,0.41003,1.50178,1.45851,1.56224,0.00038375,0.00038375,0.00038375
37,72.1937,1.16471,0.98457,1.4901,0.67534,0.54659,0.65486,0.41027,1.50816,1.4532,1.56051,0.000359,0.000359,0.000359
38,74.0133,1.15949,0.98091,1.54094,0.59462,0.5971,0.65383,0.41274,1.51023,1.44833,1.56098,0.00033425,0.00033425,0.00033425
39,75.3353,1.26147,0.98788,1.44269,0.58035,0.61438,0.6518,0.4178,1.50709,1.44687,1.55864,0.0003095,0.0003095,0.0003095
40,76.5947,1.26548,1.04609,1.54632,0.75499,0.53351,0.67762,0.42629,1.49508,1.44273,1.55732,0.00028475,0.00028475,0.00028475
41,79.5447,1.09809,0.94141,1.5292,0.72557,0.52598,0.68255,0.42307,1.48063,1.43686,1.54904,0.00026,0.00026,0.00026
42,80.7845,1.11483,0.99315,1.53863,0.75358,0.52934,0.67509,0.42273,1.47331,1.42141,1.54294,0.00023525,0.00023525,0.00023525
43,81.958,1.11094,1.03073,1.64403,0.7445,0.52697,0.68666,0.43008,1.46849,1.4135,1.54031,0.0002105,0.0002105,0.0002105
44,83.2094,1.15165,0.94391,1.47421,0.69748,0.54056,0.68559,0.42527,1.46695,1.40047,1.54248,0.00018575,0.00018575,0.00018575
45,84.4468,1.09779,0.95805,1.56789,0.68028,0.55713,0.68508,0.42141,1.46261,1.4071,1.54063,0.000161,0.000161,0.000161
46,85.8534,1.10355,0.96503,1.53447,0.69361,0.57554,0.68395,0.42405,1.46391,1.42096,1.54026,0.00013625,0.00013625,0.00013625
47,87.6049,1.10167,0.95253,1.50988,0.72193,0.56949,0.68525,0.42748,1.46001,1.43447,1.5411,0.0001115,0.0001115,0.0001115
48,88.7801,1.09556,0.93166,1.55422,0.71357,0.57594,0.68244,0.42519,1.4617,1.42597,1.54586,8.675e-05,8.675e-05,8.675e-05
49,89.9281,1.17015,0.96677,1.49068,0.69651,0.57572,0.68048,0.42516,1.45877,1.42848,1.54644,6.2e-05,6.2e-05,6.2e-05
50,91.2262,1.08784,0.9118,1.40654,0.71102,0.57312,0.68281,0.42623,1.46085,1.42978,1.54878,3.725e-05,3.725e-05,3.725e-05
