epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,44.1113,1.29414,1.26003,1.69293,0.6757,0.52314,0.6014,0.38051,1.41489,1.36729,1.49413,0.00087875,0.00087875,0.00087875
17,45.3957,1.27434,1.20921,1.4567,0.62162,0.57515,0.60445,0.36906,1.46017,1.38468,1.51191,0.000854,0.000854,0.000854
18,46.6885,1.29087,1.16794,1.54779,0.69409,0.53836,0.61531,0.37306,1.50806,1.36613,1.53737,0.00082925,0.00082925,0.00082925
19,47.9597,1.26925,1.27573,1.61865,0.74244,0.5481,0.63061,0.39448,1.49223,1.31803,1.52566,0.0008045,0.0008045,0.0008045
20,49.2878,1.23608,1.19177,1.56894,0.7444,0.58568,0.63236,0.3999,1.43101,1.28682,1.49891,0.00077975,0.00077975,0.00077975
21,50.5982,1.22112,1.07842,1.40802,0.71768,0.64059,0.63698,0.40216,1.39709,1.28516,1.49379,0.000755,0.000755,0.000755
22,51.9105,1.24587,1.08903,1.52856,0.67754,0.6507,0.63741,0.40622,1.38258,1.27883,1.49435,0.00073025,0.00073025,0.00073025
23,53.2088,1.20794,1.06026,1.46693,0.64596,0.60088,0.62862,0.41187,1.37366,1.27722,1.48262,0.0007055,0.0007055,0.0007055
24,54.5742,1.21139,1.05421,1.56025,0.66946,0.54129,0.61014,0.40596,1.38399,1.29033,1.48009,0.00068075,0.00068075,0.00068075
25,55.7912,1.16955,0.97413,1.49403,0.67205,0.62605,0.66137,0.41577,1.39668,1.29477,1.48228,0.000656,0.000656,0.000656
26,57.1848,1.13028,0.95654,1.52102,0.68948,0.60563,0.64807,0.41401,1.4022,1.30166,1.48426,0.00063125,0.00063125,0.00063125
27,58.5053,1.17608,1.02816,1.51039,0.68148,0.60428,0.63415,0.42038,1.3934,1.31478,1.48178,0.0006065,0.0006065,0.0006065
28,59.8521,1.14568,0.96255,1.51366,0.71358,0.57246,0.64718,0.43593,1.38344,1.32633,1.47127,0.00058175,0.00058175,0.00058175
29,61.2123,1.1356,1.00961,1.51919,0.7444,0.58397,0.64912,0.44088,1.37738,1.32467,1.45866,0.000557,0.000557,0.000557
30,62.5132,1.16978,0.93818,1.42046,0.67542,0.61368,0.6528,0.43672,1.38166,1.3125,1.44757,0.00053225,0.00053225,0.00053225
31,63.7418,1.0609,0.8708,1.43227,0.65225,0.62348,0.64695,0.43851,1.38799,1.31114,1.4498,0.0005075,0.0005075,0.0005075
32,65.0428,1.15228,0.96722,1.66253,0.66666,0.62136,0.659,0.43311,1.38688,1.32029,1.45178,0.00048275,0.00048275,0.00048275
33,66.3065,1.117,0.89824,1.46366,0.65505,0.65866,0.66399,0.43809,1.37479,1.33207,1.44526,0.000458,0.000458,0.000458
34,67.5686,1.06315,0.91665,1.54192,0.65676,0.65422,0.66303,0.43469,1.37108,1.33918,1.44078,0.00043325,0.00043325,0.00043325
35,68.7693,1.11925,0.93073,1.50792,0.66641,0.61581,0.69263,0.44953,1.3713,1.34065,1.43882,0.0004085,0.0004085,0.0004085
36,70.1037,1.09781,0.88216,1.48096,0.69155,0.62092,0.69452,0.4552,1.37198,1.33886,1.44157,0.00038375,0.00038375,0.00038375
37,71.2794,1.02864,0.84201,1.4212,0.71085,0.63957,0.70522,0.46857,1.36531,1.3149,1.43789,0.000359,0.000359,0.000359
38,72.4753,1.03266,0.83379,1.49746,0.73192,0.65411,0.71432,0.47241,1.36343,1.29835,1.43776,0.00033425,0.00033425,0.00033425
39,73.8903,1.12673,0.88004,1.40977,0.77828,0.59851,0.72026,0.47293,1.36073,1.28668,1.43544,0.0003095,0.0003095,0.0003095
40,75.419,1.13585,0.90373,1.50248,0.8183,0.57387,0.71682,0.47171,1.3528,1.28753,1.43978,0.00028475,0.00028475,0.00028475
41,78.0519,1.00576,0.8167,1.49629,0.7719,0.57079,0.7105,0.46503,1.35,1.28905,1.44199,0.00026,0.00026,0.00026
42,79.3567,1.01225,0.83162,1.50819,0.75722,0.5793,0.69973,0.45663,1.34577,1.28696,1.43541,0.00023525,0.00023525,0.00023525
43,80.518,0.99709,0.8577,1.56514,0.74428,0.5735,0.68557,0.448,1.34409,1.30137,1.43056,0.0002105,0.0002105,0.0002105
44,81.7797,1.02793,0.78948,1.42026,0.70734,0.56762,0.6663,0.44097,1.34314,1.30527,1.42941,0.00018575,0.00018575,0.00018575
45,83.0319,0.98796,0.822,1.52051,0.69905,0.5751,0.66619,0.45273,1.34017,1.31238,1.43243,0.000161,0.000161,0.000161
46,84.2464,0.96612,0.79153,1.48823,0.67547,0.58644,0.66556,0.44836,1.33772,1.32835,1.4287,0.00013625,0.00013625,0.00013625
47,85.5156,0.98962,0.79101,1.4512,0.69368,0.57526,0.6648,0.45081,1.33015,1.33069,1.42337,0.0001115,0.0001115,0.0001115
48,86.6739,0.98937,0.79774,1.50419,0.66603,0.59465,0.66132,0.45455,1.33005,1.31669,1.42204,8.675e-05,8.675e-05,8.675e-05
49,87.7934,1.00475,0.79081,1.43954,0.65772,0.59767,0.66187,0.45633,1.32697,1.31445,1.42087,6.2e-05,6.2e-05,6.2e-05
50,88.9963,0.98144,0.76899,1.36783,0.6642,0.59841,0.66333,0.45719,1.32494,1.31092,1.41828,3.725e-05,3.725e-05,3.725e-05
