epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,76.0085,1.1336,0.92202,1.51215,0.7682,0.60829,0.68828,0.45816,1.39122,1.34694,1.42937,0.0004085,0.0004085,0.0004085
36,77.4139,1.1075,0.85881,1.50834,0.73205,0.58213,0.68218,0.4537,1.3908,1.36348,1.42753,0.00038375,0.00038375,0.00038375
37,78.748,1.0655,0.84796,1.42885,0.68301,0.59185,0.67761,0.4539,1.38293,1.36252,1.42717,0.000359,0.000359,0.000359
38,80.3029,1.02898,0.83208,1.50368,0.61415,0.63238,0.67932,0.46012,1.37607,1.36361,1.43627,0.00033425,0.00033425,0.00033425
39,81.8622,1.13453,0.85071,1.41734,0.6027,0.6029,0.68163,0.45964,1.37114,1.36476,1.44654,0.0003095,0.0003095,0.0003095
40,83.2252,1.13079,0.87476,1.50505,0.62462,0.65104,0.68854,0.46047,1.37106,1.35919,1.46168,0.00028475,0.00028475,0.00028475
41,86.174,0.99814,0.79741,1.54769,0.7155,0.59465,0.68886,0.45907,1.36014,1.33631,1.4561,0.00026,0.00026,0.00026
42,87.4579,0.99096,0.81681,1.5459,0.73616,0.59156,0.68504,0.45995,1.34474,1.31313,1.44185,0.00023525,0.00023525,0.00023525
43,88.6965,0.9767,0.83206,1.61443,0.66702,0.59994,0.67004,0.46248,1.3406,1.29912,1.43273,0.0002105,0.0002105,0.0002105
44,89.9384,1.03673,0.79817,1.44201,0.68601,0.63529,0.69987,0.46552,1.3446,1.2847,1.42643,0.00018575,0.00018575,0.00018575
45,91.2415,0.99596,0.79453,1.54138,0.68244,0.62564,0.70088,0.46352,1.35291,1.285,1.42381,0.000161,0.000161,0.000161
46,92.4656,0.96919,0.78464,1.50495,0.64632,0.64725,0.69711,0.46463,1.35666,1.28891,1.42078,0.00013625,0.00013625,0.00013625
47,93.6377,1.00309,0.76797,1.46509,0.64841,0.66023,0.69698,0.46469,1.35761,1.29954,1.4201,0.0001115,0.0001115,0.0001115
48,94.8879,0.99969,0.78633,1.49511,0.78446,0.55486,0.69581,0.46247,1.35629,1.29206,1.42031,8.675e-05,8.675e-05,8.675e-05
49,96.1332,1.02228,0.78776,1.42932,0.78501,0.55505,0.69254,0.46264,1.35682,1.29703,1.421,6.2e-05,6.2e-05,6.2e-05
50,97.4133,0.97615,0.75245,1.3757,0.75178,0.5412,0.68876,0.4605,1.35735,1.29794,1.42311,3.725e-05,3.725e-05,3.725e-05
