epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,53.5186,1.15566,1.07161,1.56563,0.69558,0.63418,0.68288,0.44504,1.40905,1.28608,1.48586,0.0008045,0.0008045,0.0008045
20,54.729,1.14813,0.988,1.5001,0.7075,0.61575,0.68723,0.45374,1.38894,1.27851,1.47405,0.00077975,0.00077975,0.00077975
21,56.0094,1.13978,0.92059,1.35901,0.69939,0.59092,0.66028,0.44361,1.36218,1.27654,1.46645,0.000755,0.000755,0.000755
22,57.199,1.13694,0.86843,1.43957,0.70766,0.59402,0.64869,0.43456,1.33669,1.24896,1.45283,0.00073025,0.00073025,0.00073025
23,58.3344,1.11631,0.88974,1.39777,0.72077,0.60928,0.64333,0.42298,1.33742,1.22345,1.4588,0.0007055,0.0007055,0.0007055
24,59.6249,1.08565,0.88637,1.50699,0.70257,0.62164,0.63985,0.42531,1.32853,1.21637,1.44242,0.00068075,0.00068075,0.00068075
25,60.8447,1.06161,0.84159,1.4495,0.68174,0.63235,0.64556,0.42884,1.3347,1.20891,1.44293,0.000656,0.000656,0.000656
26,62.1134,1.00868,0.80498,1.46707,0.70143,0.61236,0.64984,0.43853,1.34256,1.23778,1.45363,0.00063125,0.00063125,0.00063125
27,63.4507,1.04862,0.85381,1.46037,0.69543,0.61308,0.66459,0.44872,1.34999,1.26814,1.46797,0.0006065,0.0006065,0.0006065
28,64.8086,1.05252,0.8097,1.47649,0.68225,0.62467,0.68396,0.46583,1.3622,1.28118,1.4779,0.00058175,0.00058175,0.00058175
29,66.2857,1.04402,0.84676,1.46934,0.6769,0.62633,0.68605,0.47005,1.37506,1.28077,1.48133,0.000557,0.000557,0.000557
30,67.9094,1.08292,0.79908,1.37464,0.68893,0.61798,0.68844,0.47242,1.37153,1.27445,1.46824,0.00053225,0.00053225,0.00053225
31,69.8354,0.97219,0.7403,1.39214,0.69402,0.61774,0.69561,0.47825,1.36046,1.27696,1.45004,0.0005075,0.0005075,0.0005075
32,71.588,1.01384,0.82713,1.6298,0.73891,0.59815,0.69505,0.47224,1.36012,1.29058,1.45035,0.00048275,0.00048275,0.00048275
33,73.3094,1.00523,0.75782,1.43869,0.74744,0.59494,0.69045,0.47524,1.35777,1.30184,1.45465,0.000458,0.000458,0.000458
34,74.8446,0.98935,0.77638,1.50678,0.73615,0.59776,0.67938,0.4691,1.34969,1.31428,1.45203,0.00043325,0.00043325,0.00043325
35,76.1849,1.02566,0.79446,1.46371,0.70634,0.58376,0.66876,0.46345,1.34612,1.31841,1.45356,0.0004085,0.0004085,0.0004085
36,77.6309,1.023,0.74991,1.45299,0.68129,0.62033,0.66772,0.46699,1.34237,1.31191,1.44995,0.00038375,0.00038375,0.00038375
37,78.9304,0.95889,0.73132,1.38823,0.67279,0.63788,0.66226,0.46403,1.3374,1.29902,1.45277,0.000359,0.000359,0.000359
38,80.3253,0.94744,0.71191,1.44622,0.67214,0.62274,0.66554,0.47337,1.32969,1.28389,1.45308,0.00033425,0.00033425,0.00033425
39,81.7527,1.0435,0.74891,1.36615,0.67227,0.64801,0.67936,0.48115,1.32636,1.27608,1.45572,0.0003095,0.0003095,0.0003095
40,83.1792,1.02038,0.74528,1.45528,0.68567,0.63664,0.67668,0.48264,1.32684,1.27981,1.4652,0.00028475,0.00028475,0.00028475
41,86.014,0.9182,0.69153,1.45665,0.72741,0.61186,0.677,0.47791,1.33105,1.27837,1.47618,0.00026,0.00026,0.00026
42,87.3072,0.91331,0.7072,1.47688,0.71557,0.61808,0.67888,0.47508,1.33036,1.26467,1.48057,0.00023525,0.00023525,0.00023525
43,88.6672,0.88311,0.7083,1.53041,0.70887,0.62012,0.67738,0.47318,1.32847,1.26657,1.47252,0.0002105,0.0002105,0.0002105
44,89.9542,0.93826,0.66949,1.39233,0.69913,0.62437,0.67663,0.46756,1.32563,1.2643,1.46144,0.00018575,0.00018575,0.00018575
45,91.2578,0.89414,0.69506,1.48312,0.69501,0.60478,0.67685,0.46807,1.32516,1.26061,1.46356,0.000161,0.000161,0.000161
46,92.5721,0.88114,0.66146,1.44986,0.67486,0.63079,0.6782,0.47321,1.32729,1.26979,1.45947,0.00013625,0.00013625,0.00013625
47,93.8542,0.90085,0.6756,1.41477,0.67361,0.63029,0.67797,0.47297,1.32755,1.27609,1.4616,0.0001115,0.0001115,0.0001115
48,95.071,0.9048,0.68045,1.45923,0.6776,0.62857,0.67809,0.47266,1.328,1.27252,1.45994,8.675e-05,8.675e-05,8.675e-05
49,96.4018,0.92185,0.67129,1.38973,0.70487,0.61206,0.68186,0.47693,1.32464,1.27191,1.46049,6.2e-05,6.2e-05,6.2e-05
50,97.9384,0.91275,0.66884,1.33868,0.69255,0.61244,0.67894,0.47436,1.32431,1.27695,1.46095,3.725e-05,3.725e-05,3.725e-05
